External ID,Number,Amount,Date,Journal,Partner,Reference,Journal Items/Account/Name,Journal Items/Label,Journal Items/Credit,Journal Items/Debit,Journal Items/Date Accounting,Journal Items/Date,Journal Items/Partner/Name
__export__.account_move_403_0708150a,MISC/2020/0046,150000000,2020-09-20,__export__.account_journal_3_bd951307,,,Bank,,150000000,,,2020-09-20,
,,,,,,,Cổ phiếu quỹ,,,150000000,,2020-09-20,
__export__.account_move_291_9448faa9,MISC/2020/0047,121000000,2020-09-20,__export__.account_journal_3_bd951307,__export__.res_partner_116_b09891c1,,Phải trả người bán,,121000000,,,2020-09-20,Vendor 6
,,,,,,,Thuế GTGT được khấu trừ của TSCĐ,,,11000000,,2020-09-20,
,,,,,,,"Nhà cửa, vật kiến trúc",,,110000000,,2020-09-20,
__export__.account_move_1981_1b406fb0,MISC/2020/0431,80000001,2020-09-19,__export__.account_journal_3_bd951307,,180,Hàng gửi đi bán,,80000001,,,2020-09-19,
,,,,,,,Giá vốn hàng bán,,,80000001,,2020-09-19,
__export__.account_move_402_61886196,MISC/2020/0048,1000000,2020-09-19,__export__.account_journal_3_bd951307,,,Chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,1000000,,,2020-09-19,
,,,,,,,Chi phí tài chính khác,,,1000000,,2020-09-19,
__export__.account_move_290_585ffb13,MISC/2020/0049,1000000,2020-09-19,__export__.account_journal_3_bd951307,,,Doanh thu hoạt động tài chính,,1000000,,,2020-09-19,
,,,,,,,Giao dịch mua bán lại trái phiếu chính phủ,,,1000000,,2020-09-19,
__export__.account_move_1980_cf669730,MISC/2020/0430,100000001,2020-09-18,__export__.account_journal_3_bd951307,,179,Thành phẩm nhập kho,,100000001,,,2020-09-18,
,,,,,,,Hàng gửi đi bán,,,100000001,,2020-09-18,
__export__.account_move_401_40016e27,MISC/2020/0050,4000000,2020-09-18,__export__.account_journal_3_bd951307,__export__.res_partner_107_2f452863,,Chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,4000000,,,2020-09-18,
,,,,,,,Các khoản đi vay,,,4000000,,2020-09-18,Lender 1
__export__.account_move_289_46b56be7,MISC/2020/0051,100000000,2020-09-18,__export__.account_journal_3_bd951307,,,Giao dịch mua bán lại trái phiếu chính phủ,,100000000,,,2020-09-18,
,,,,,,,Bank,,,100000000,,2020-09-18,
__export__.account_move_1979_658f30c4,MISC/2020/0429,1004113,2020-09-17,__export__.account_journal_3_bd951307,,178,Thặng dư vốn cổ phần,,4112,,,2020-09-17,
,,,,,,,Cổ phiếu quỹ,,1000001,,,2020-09-17,
,,,,,,,Bank,,,1004113,,2020-09-17,
__export__.account_move_1870_771e0660,MISC/2020/0320,206,2020-09-17,__export__.account_journal_3_bd951307,,70,Mua sắm TSCĐ,,206,,,2020-09-17,
,,,,,,,"Máy móc, thiết bị",,,206,,2020-09-17,
__export__.account_move_400_238f9e03,MISC/2020/0052,5000000,2020-09-17,__export__.account_journal_3_bd951307,,,Ngoại tệ,,5000000,,,2020-09-17,
,,,,,,,Chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,,5000000,,2020-09-17,
__export__.account_move_288_e63ecdf9,MISC/2020/0053,200000000,2020-09-17,__export__.account_journal_3_bd951307,,,Bank,,200000000,,,2020-09-17,
,,,,,,,Giao dịch mua bán lại trái phiếu chính phủ,,,200000000,,2020-09-17,
__export__.account_move_1978_96514792,MISC/2020/0428,100000000,2020-09-16,__export__.account_journal_3_bd951307,,177,Bank,,100000000,,,2020-09-16,
,,,,,,,Cổ phiếu quỹ,,,100000000,,2020-09-16,
__export__.account_move_1869_5de74ea2,MISC/2020/0319,550,2020-09-16,__export__.account_journal_3_bd951307,__export__.res_partner_107_2f452863,69 Mua TSCĐ,Các khoản đi vay,Mua TSCĐ,550,,,2020-09-16,Lender 1
,,,,,,,Thuế GTGT được khấu trừ của TSCĐ,Mua TSCĐ,,50,,2020-09-16,
,,,,,,,Tài sản cố định khác,Mua TSCĐ,,500,,2020-09-16,
__export__.account_move_399_45165b91,MISC/2020/0054,10000000000,2020-09-16,__export__.account_journal_3_bd951307,,,Vốn khác,,10000000000,,,2020-09-16,
,,,,,,,Bank,,,10000000000,,2020-09-16,
__export__.account_move_287_2b50c9c5,MISC/2020/0055,50000000,2020-09-16,__export__.account_journal_3_bd951307,,,Hàng hóa kho bảo thuế,,50000000,,,2020-09-16,
,,,,,,,Giá vốn hàng bán,,,50000000,,2020-09-16,
__export__.account_move_1977_66893700,MISC/2020/0427,42,2020-09-15,__export__.account_journal_3_bd951307,__export__.res_partner_107_2f452863,176 khoản vay 1,Bank,,42,,,2020-09-15,
,,,,,,,Các khoản đi vay,khoản vay 1,,42,,2020-09-15,Lender 1
__export__.account_move_1868_2ccb66b1,MISC/2020/0318,440,2020-09-15,__export__.account_journal_3_bd951307,__export__.res_partner_116_b09891c1,68 Mua TSCĐ,Phải trả người bán,Mua TSCĐ,440,,,2020-09-15,Vendor 6
,,,,,,,Thuế GTGT được khấu trừ của TSCĐ,Mua TSCĐ,,40,,2020-09-15,
,,,,,,,Phương tiện vận tải truyền dẫn,Mua TSCĐ,,400,,2020-09-15,
__export__.account_move_398_2a88c69b,MISC/2020/0056,70000000,2020-09-15,__export__.account_journal_3_bd951307,,,Giá vốn hàng bán,,70000000,,,2020-09-15,
,,,,,,,Quỹ bình ổn giá,,,70000000,,2020-09-15,
__export__.account_move_286_4e98622d,MISC/2020/0057,60000000,2020-09-15,__export__.account_journal_3_bd951307,__export__.res_partner_115_636a1504,,Phải trả người bán,,60000000,,,2020-09-15,Vendor 5
,,,,,,,Hàng hóa kho bảo thuế,,,60000000,,2020-09-15,
__export__.account_move_2389_92b4e7e4,MISC/2020/0509,80000001,2020-09-14,__export__.account_journal_3_bd951307,,Reversal of: MISC/2020/0508,Vốn khác,,,80000001,,2020-09-14,
,,,,,,,Bank,,80000001,,,2020-09-14,
__export__.account_move_1976_7bb4140b,MISC/2020/0426,31,2020-09-14,__export__.account_journal_3_bd951307,,175,Ngoại tệ,,31,,,2020-09-14,
,,,,,,,Chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,,31,,2020-09-14,
__export__.account_move_1867_27a12dc8,MISC/2020/0317,330,2020-09-14,__export__.account_journal_3_bd951307,__export__.res_partner_116_b09891c1,67 Mua TSCĐ,Phải trả người bán,Mua TSCĐ,330,,,2020-09-14,Vendor 6
,,,,,,,Thuế GTGT được khấu trừ của TSCĐ,Mua TSCĐ,,30,,2020-09-14,
,,,,,,,"Máy móc, thiết bị",Mua TSCĐ,,300,,2020-09-14,
__export__.account_move_397_b11f68d9,MISC/2020/0058,100000000,2020-09-14,__export__.account_journal_3_bd951307,,,Quỹ bình ổn giá,,100000000,,,2020-09-14,
,,,,,,,Giá vốn hàng bán,,,100000000,,2020-09-14,
__export__.account_move_285_c982ec9e,MISC/2020/0059,60000000,2020-09-14,__export__.account_journal_3_bd951307,,,Hàng gửi đi bán,,60000000,,,2020-09-14,
,,,,,,,Giá vốn hàng bán,,,60000000,,2020-09-14,
__export__.account_move_2388_85c154bb,MISC/2020/0508,80000001,2020-09-13,__export__.account_journal_3_bd951307,,262,Vốn khác,,80000001,,,2020-09-13,
,,,,,,,Bank,,,80000001,,2020-09-13,
__export__.account_move_1975_4791dd7b,MISC/2020/0425,10000000001,2020-09-13,__export__.account_journal_3_bd951307,,174,Vốn khác,,10000000001,,,2020-09-13,
,,,,,,,Bank,,,10000000001,,2020-09-13,
__export__.account_move_1866_596c0618,MISC/2020/0316,1100,2020-09-13,__export__.account_journal_3_bd951307,__export__.res_partner_116_b09891c1,66 Mua TSCĐ,Phải trả người bán,Mua TSCĐ,1100,,,2020-09-13,Vendor 6
,,,,,,,Thuế GTGT được khấu trừ của TSCĐ,Mua TSCĐ,,100,,2020-09-13,
,,,,,,,"Nhà cửa, vật kiến trúc",Mua TSCĐ,,1000,,2020-09-13,
__export__.account_move_396_92f27622,MISC/2020/0060,40000000,2020-09-13,__export__.account_journal_3_bd951307,,,Dự phòng phải trả khác,,40000000,,,2020-09-13,
,,,,,,,Chi phí bằng tiền khác,,,40000000,,2020-09-13,
__export__.account_move_284_654d996e,MISC/2020/0061,60000000,2020-09-13,__export__.account_journal_3_bd951307,,,Giá mua hàng hóa,,60000000,,,2020-09-13,
,,,,,,,Hàng gửi đi bán,,,60000000,,2020-09-13,
__export__.account_move_1974_01eff10d,MISC/2020/0424,2,2020-09-12,__export__.account_journal_3_bd951307,,173,Giá vốn hàng bán,,2,,,2020-09-12,
,,,,,,,Quỹ bình ổn giá,,,2,,2020-09-12,
__export__.account_move_1865_8249e867,MISC/2020/0315,50000001,2020-09-12,__export__.account_journal_3_bd951307,,65,Hàng hóa kho bảo thuế,,50000001,,,2020-09-12,
,,,,,,,Giá vốn hàng bán,,,50000001,,2020-09-12,
__export__.account_move_395_379d3751,MISC/2020/0062,1000000,2020-09-12,__export__.account_journal_3_bd951307,,,Chi phí bảo hành,,1000000,,,2020-09-12,
,,,,,,,Dự phòng bảo hành sản phẩm hàng hóa,,,1000000,,2020-09-12,
__export__.account_move_283_e15ff5e3,MISC/2020/0063,5500000000,2020-09-12,__export__.account_journal_3_bd951307,__export__.res_partner_73_4844ca63,,Doanh thu kinh doanh bất động sản đầu tư,,5000000000,,,2020-09-12,
,,,,,,,Thuế GTGT đầu ra,,500000000,,,2020-09-12,
,,,,,,,Phải thu của khách hàng,,,5500000000,,2020-09-12,Customer 3
__export__.account_move_1973_afb8ca7c,MISC/2020/0423,6,2020-09-11,__export__.account_journal_3_bd951307,,172,Quỹ bình ổn giá,,6,,,2020-09-11,
,,,,,,,Giá vốn hàng bán,,,6,,2020-09-11,
__export__.account_move_1864_0bf068f7,MISC/2020/0314,60000001,2020-09-11,__export__.account_journal_3_bd951307,__export__.res_partner_115_636a1504,64,Phải trả người bán,,60000001,,,2020-09-11,Vendor 5
,,,,,,,Hàng hóa kho bảo thuế,,,60000001,,2020-09-11,
__export__.account_move_394_c6102847,MISC/2020/0064,60000000,2020-09-11,__export__.account_journal_3_bd951307,,,Dự phòng bảo hành sản phẩm hàng hóa,,60000000,,,2020-09-11,
,,,,,,,Chi phí bảo hành,,,60000000,,2020-09-11,
__export__.account_move_282_ff734e5c,MISC/2020/0065,1000000000,2020-09-11,__export__.account_journal_3_bd951307,,,Hàng hóa bất động sản,,1000000000,,,2020-09-11,
,,,,,,,Giá vốn hàng bán,,,1000000000,,2020-09-11,
__export__.account_move_1972_ddacd325,MISC/2020/0422,4000000,2020-09-10,__export__.account_journal_3_bd951307,,171,Dự phòng phải trả khác,,4000000,,,2020-09-10,
,,,,,,,Chi phí bằng tiền khác,,,4000000,,2020-09-10,
__export__.account_move_1863_671c1027,MISC/2020/0313,60000001,2020-09-10,__export__.account_journal_3_bd951307,,63,Hàng gửi đi bán,,60000001,,,2020-09-10,
,,,,,,,Giá vốn hàng bán,,,60000001,,2020-09-10,
__export__.account_move_393_f4b6e4fd,MISC/2020/0066,15000000,2020-09-10,__export__.account_journal_3_bd951307,,,Thuế thu nhập hoãn lại phải trả,,15000000,,,2020-09-10,
,,,,,,,Chi phí thuế TNDN hoãn lại,,,15000000,,2020-09-10,
__export__.account_move_281_b5fdbe82,MISC/2020/0067,100000000,2020-09-10,__export__.account_journal_3_bd951307,,,Giá mua hàng hóa,,100000000,,,2020-09-10,
,,,,,,,Giá vốn hàng bán,,,100000000,,2020-09-10,
__export__.account_move_1971_fde5c463,MISC/2020/0421,5,2020-09-09,__export__.account_journal_3_bd951307,,170,Chi phí bảo hành,,,5,,2020-09-09,
,,,,,,,Dự phòng bảo hành sản phẩm hàng hóa,,5,,,2020-09-09,
__export__.account_move_1862_6cc3e857,MISC/2020/0312,50000000,2020-09-09,__export__.account_journal_3_bd951307,,62,Giá mua hàng hóa,,50000000,,,2020-09-09,
,,,,,,,Hàng gửi đi bán,,,50000000,,2020-09-09,
__export__.account_move_392_cb6beb5f,MISC/2020/0068,130000000,2020-09-09,__export__.account_journal_3_bd951307,__export__.res_partner_73_4844ca63,,"Nhận ký quỹ, ký cược dài hạn",,130000000,,,2020-09-09,Customer 3
,,,,,,,Bank,,,130000000,,2020-09-09,
__export__.account_move_280_1effbaab,MISC/2020/0069,660000000,2020-09-09,__export__.account_journal_3_bd951307,__export__.res_partner_115_636a1504,,Phải trả người bán,,380000000,,,2020-09-09,Vendor 5
,,,,,,,Các loại thuế môi trường,,70000000,,,2020-09-09,
,,,,,,,"Thuế xuất, nhập khẩu",,150000000,,,2020-09-09,
,,,,,,,Thuế tiêu thụ đặc biệt,,60000000,,,2020-09-09,
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,60000000,,2020-09-09,
,,,,,,,Giá mua hàng hóa,,,600000000,,2020-09-09,
__export__.account_move_1970_fe6c0efe,MISC/2020/0420,6000000,2020-09-08,__export__.account_journal_3_bd951307,,169,Dự phòng bảo hành sản phẩm hàng hóa,,6000000,,,2020-09-08,
,,,,,,,Chi phí bảo hành,,,6000000,,2020-09-08,
__export__.account_move_1861_b5974425,MISC/2020/0311,5500000000,2020-09-08,__export__.account_journal_3_bd951307,__export__.res_partner_73_4844ca63,61,Doanh thu bán hàng hóa,,5000000000,,,2020-09-08,
,,,,,,,Thuế GTGT đầu ra,,500000000,,,2020-09-08,
,,,,,,,Phải thu của khách hàng,,,5500000000,,2020-09-08,Customer 3
__export__.account_move_391_1e551dd5,MISC/2020/0070,100000000,2020-09-08,__export__.account_journal_3_bd951307,__export__.res_partner_72_87c4c22e,,"Nhận ký quỹ, ký cược dài hạn",,100000000,,,2020-09-08,Customer 2
,,,,,,,Bank,,,100000000,,2020-09-08,
__export__.account_move_279_47607e67,MISC/2020/0071,8800000000,2020-09-08,__export__.account_journal_3_bd951307,__export__.res_partner_115_636a1504,,Phải trả người bán,,8800000000,,,2020-09-08,Vendor 5
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,800000000,,2020-09-08,
,,,,,,,Hàng hóa bất động sản,,,8000000000,,2020-09-08,
__export__.account_move_1969_02c5205b,MISC/2020/0419,2,2020-09-07,__export__.account_journal_3_bd951307,,168,Thuế thu nhập hoãn lại phải trả,,2,,,2020-09-07,
,,,,,,,Chi phí thuế TNDN hoãn lại,,,2,,2020-09-07,
__export__.account_move_1860_f80b30d0,MISC/2020/0310,1000000000,2020-09-07,__export__.account_journal_3_bd951307,,60,Giá mua hàng hóa,,1000000000,,,2020-09-07,
,,,,,,,Giá vốn hàng bán,,,1000000000,,2020-09-07,
__export__.account_move_390_3b675d95,MISC/2020/0072,7000000,2020-09-07,__export__.account_journal_3_bd951307,,,Chi phí lãi vay,,7000000,,,2020-09-07,
,,,,,,,Phụ trội trái phiếu,,,7000000,,2020-09-07,
__export__.account_move_278_d9b5aed5,MISC/2020/0073,88000000,2020-09-07,__export__.account_journal_3_bd951307,__export__.res_partner_115_636a1504,,Phải trả người bán,,88000000,,,2020-09-07,Vendor 5
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,8000000,,2020-09-07,
,,,,,,,Chi phí thu mua hàng hóa,,,80000000,,2020-09-07,
__export__.account_move_1968_a753bfd4,MISC/2020/0418,13000000,2020-09-06,__export__.account_journal_3_bd951307,__export__.res_partner_73_4844ca63,167,"Nhận ký quỹ, ký cược dài hạn",,13000000,,,2020-09-06,Customer 3
,,,,,,,Bank,,,13000000,,2020-09-06,
__export__.account_move_1859_93bf704b,MISC/2020/0309,100000000,2020-09-06,__export__.account_journal_3_bd951307,,59,Giá mua hàng hóa,,100000000,,,2020-09-06,
,,,,,,,Giá vốn hàng bán,,,100000000,,2020-09-06,
__export__.account_move_389_ff6eff25,MISC/2020/0074,10000000,2020-09-06,__export__.account_journal_3_bd951307,,,Bank,,10000000,,,2020-09-06,
,,,,,,,Chi phí lãi vay,,,10000000,,2020-09-06,
__export__.account_move_277_f7ae221d,MISC/2020/0075,2200000000,2020-09-06,__export__.account_journal_3_bd951307,__export__.res_partner_114_a8d39eee,,Phải trả người bán,,2200000000,,,2020-09-06,Vendor 4
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,200000000,,2020-09-06,
,,,,,,,Giá mua hàng hóa,,,2000000000,,2020-09-06,
__export__.account_move_1967_80682df7,MISC/2020/0417,10000000,2020-09-05,__export__.account_journal_3_bd951307,__export__.res_partner_72_87c4c22e,166,"Nhận ký quỹ, ký cược dài hạn",,10000000,,,2020-09-05,Customer 2
,,,,,,,Bank,,,10000000,,2020-09-05,
__export__.account_move_1858_4a448b3c,MISC/2020/0308,660000000,2020-09-05,__export__.account_journal_3_bd951307,__export__.res_partner_115_636a1504,58,Phải trả người bán,,380000000,,,2020-09-05,Vendor 5
,,,,,,,Các loại thuế môi trường,,70000000,,,2020-09-05,
,,,,,,,"Thuế xuất, nhập khẩu",,150000000,,,2020-09-05,
,,,,,,,Thuế tiêu thụ đặc biệt,,60000000,,,2020-09-05,
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,60000000,,2020-09-05,
,,,,,,,Giá mua hàng hóa,,,600000000,,2020-09-05,
__export__.account_move_388_2b0aead0,MISC/2020/0076,220000000,2020-09-05,__export__.account_journal_3_bd951307,,,Mệnh giá trái phiếu,,200000000,,,2020-09-05,
,,,,,,,Phụ trội trái phiếu,,20000000,,,2020-09-05,
,,,,,,,Bank,,,220000000,,2020-09-05,
__export__.account_move_276_669fb182,MISC/2020/0077,10000000,2020-09-05,__export__.account_journal_3_bd951307,,,Thành phẩm nhập kho,,10000000,,,2020-09-05,
,,,,,,,Quỹ phúc lợi,,,10000000,,2020-09-05,
__export__.account_move_1966_d01bb5d2,MISC/2020/0416,4,2020-09-04,__export__.account_journal_3_bd951307,,165 Trái phiếu 4,Chi phí lãi vay,Lãi vay,4,,,2020-09-04,
,,,,,,,Phụ trội trái phiếu,Trái phiếu 4,,4,,2020-09-04,
__export__.account_move_1857_8d444628,MISC/2020/0307,1210,2020-09-04,__export__.account_journal_3_bd951307,__export__.res_partner_115_636a1504,57,Phải trả người bán,,1210,,,2020-09-04,Vendor 5
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,110,,2020-09-04,
,,,,,,,Bất động sản đầu tư,,,1100,,2020-09-04,
__export__.account_move_387_c9a894bf,MISC/2020/0078,1000000,2020-09-04,__export__.account_journal_3_bd951307,,,Chiết khấu trái phiếu,,1000000,,,2020-09-04,
,,,,,,,Chi phí lãi vay,,,1000000,,2020-09-04,
__export__.account_move_275_54e0e940,MISC/2020/0079,100000000,2020-09-04,__export__.account_journal_3_bd951307,,,Thành phẩm bất động sản,,100000000,,,2020-09-04,
,,,,,,,Giá vốn hàng bán,,,100000000,,2020-09-04,
__export__.account_move_1965_07d731d0,MISC/2020/0415,900000,2020-09-03,__export__.account_journal_3_bd951307,,164,Bank,Lãi vay,900000,,,2020-09-03,
,,,,,,,Chi phí lãi vay,,,900000,,2020-09-03,
__export__.account_move_1856_59ff8478,MISC/2020/0306,88000000,2020-09-03,__export__.account_journal_3_bd951307,__export__.res_partner_115_636a1504,56,Phải trả người bán,,88000000,,,2020-09-03,Vendor 5
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,8000000,,2020-09-03,
,,,,,,,Chi phí thu mua hàng hóa,,,80000000,,2020-09-03,
__export__.account_move_386_32644542,MISC/2020/0080,200000000,2020-09-03,__export__.account_journal_3_bd951307,,,Mệnh giá trái phiếu,,200000000,,,2020-09-03,
,,,,,,,Chiết khấu trái phiếu,,,35000000,,2020-09-03,
,,,,,,,Bank,,,165000000,,2020-09-03,
__export__.account_move_274_bdabf51f,MISC/2020/0081,300000000,2020-09-03,__export__.account_journal_3_bd951307,,,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,300000000,,,2020-09-03,
,,,,,,,Thành phẩm bất động sản,,,300000000,,2020-09-03,
__export__.account_move_1964_c216d0cf,MISC/2020/0414,22000000,2020-09-02,__export__.account_journal_3_bd951307,,163,Mệnh giá trái phiếu,Trái phiếu 4,20000000,,,2020-09-02,
,,,,,,,Phụ trội trái phiếu,Trái phiếu 4,2000000,,,2020-09-02,
,,,,,,,Bank,,,22000000,,2020-09-02,
__export__.account_move_1855_3fade0a8,MISC/2020/0305,2200000000,2020-09-02,__export__.account_journal_3_bd951307,__export__.res_partner_114_a8d39eee,55,Phải trả người bán,,2200000000,,,2020-09-02,Vendor 4
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,200000000,,2020-09-02,
,,,,,,,Giá mua hàng hóa,,,2000000000,,2020-09-02,
__export__.account_move_385_ae602bb2,MISC/2020/0082,4166667,2020-09-02,__export__.account_journal_3_bd951307,,,Trích trước chi phi lãi vay,,4166667,,,2020-09-02,
,,,,,,,Chi phí lãi vay,,,4166667,,2020-09-02,
__export__.account_move_273_6ada299d,MISC/2020/0083,30000000,2020-09-02,__export__.account_journal_3_bd951307,,,Dự phòng bảo hành sản phẩm hàng hóa,,30000000,,,2020-09-02,
,,,,,,,Chi phí bằng tiền khác,,,30000000,,2020-09-02,
__export__.account_move_1963_ceb2a687,MISC/2020/0413,1000001,2020-09-01,__export__.account_journal_3_bd951307,,162,Chiết khấu trái phiếu,Trái phiếu 3,1000001,,,2020-09-01,
,,,,,,,Chi phí lãi vay,,,1000001,,2020-09-01,
__export__.account_move_1854_4c5a5484,MISC/2020/0304,101,2020-09-01,__export__.account_journal_3_bd951307,,54,Thành phẩm nhập kho,,101,,,2020-09-01,
,,,,,,,Quỹ khen thưởng,,,101,,2020-09-01,
__export__.account_move_384_84d08ed4,MISC/2020/0084,500000000,2020-09-01,__export__.account_journal_3_bd951307,__export__.res_partner_108_23065317,,Bank,,500000000,,,2020-09-01,
,,,,,,,Các khoản đi vay,,,500000000,,2020-09-01,Lender 2
__export__.account_move_2460_08177c2b,CLOSE/2020/0126,15000001,2020-08-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for revenue (515),Xác định kết quả kinh doanh,Closing balance for revenue (515),15000001,,,2020-08-31,
,,,,,,,Doanh thu hoạt động tài chính,Closing balance for revenue (515),,15000001,,2020-08-31,
__export__.account_move_2459_54fa11b6,CLOSE/2020/0125,580000332,2020-08-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for revenue (511),Xác định kết quả kinh doanh,Closing balance for revenue (511),180000001,,,2020-08-31,
,,,,,,,Doanh thu khác,Closing balance for revenue (511),,180000001,,2020-08-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for revenue (511),330,,,2020-08-31,
,,,,,,,Doanh thu kinh doanh bất động sản đầu tư,Closing balance for revenue (511),,330,,2020-08-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for revenue (511),400000001,,,2020-08-31,
,,,,,,,Doanh thu bán hàng hóa,Closing balance for revenue (511),,400000001,,2020-08-31,
__export__.account_move_2458_31818de8,CLOSE/2020/0124,280000124,2020-08-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for  expense (642x),Chi phí khấu hao tài sản cố định,Closing balance for  expense (642x),106,,,2020-08-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (642x),,106,,2020-08-31,
,,,,,,,Chi phí nhân viên quản lý,Closing balance for  expense (642x),280000018,,,2020-08-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (642x),,280000018,,2020-08-31,
__export__.account_move_2457_01eb6cc8,CLOSE/2020/0123,1645000119,2020-08-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for  expense (641x),Chi phí khấu hao TSCĐ,Closing balance for  expense (641x),103,,,2020-08-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (641x),,103,,2020-08-31,
,,,,,,,Chi phí nhân viên,Closing balance for  expense (641x),1645000016,,,2020-08-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (641x),,1645000016,,2020-08-31,
__export__.account_move_2456_f35234b9,CLOSE/2020/0122,7000060,2020-08-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for  expense (6351),Chi phí lãi vay,Closing balance for  expense (6351),7000060,,,2020-08-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (6351),,7000060,,2020-08-31,
__export__.account_move_2455_c1038c91,CLOSE/2020/0121,220,2020-08-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for  expense (632x),Giá vốn hàng bán,Closing balance for  expense (632x),220,,,2020-08-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (632x),,220,,2020-08-31,
__export__.account_move_2294_6bcda870,CLOSE/2020/0025,280000124,2020-08-31,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,,280000124,,2020-08-31,
,,,,,,,Chi phí khấu hao tài sản cố định,,106,,,2020-08-31,
,,,,,,,Chi phí nhân viên quản lý,,280000018,,,2020-08-31,
__export__.account_move_2293_1921e501,CLOSE/2020/0026,1645000119,2020-08-31,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,,1645000119,,2020-08-31,
,,,,,,,Chi phí khấu hao TSCĐ,,103,,,2020-08-31,
,,,,,,,Chi phí nhân viên,,1645000016,,,2020-08-31,
__export__.account_move_2292_c2f9f394,CLOSE/2020/0027,7000060,2020-08-31,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,,7000060,,2020-08-31,
,,,,,,,Chi phí lãi vay,,7000060,,,2020-08-31,
__export__.account_move_2291_530d2a3c,CLOSE/2020/0028,220,2020-08-31,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,,220,,2020-08-31,
,,,,,,,Giá vốn hàng bán,,220,,,2020-08-31,
__export__.account_move_2290_9e4720e4,CLOSE/2020/0029,580000332,2020-08-31,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,580000332,,,2020-08-31,
,,,,,,,Doanh thu kinh doanh bất động sản đầu tư,,,330,,2020-08-31,
,,,,,,,Doanh thu khác,,,180000001,,2020-08-31,
,,,,,,,Doanh thu bán hàng hóa,,,400000001,,2020-08-31,
__export__.account_move_2289_71b41f36,CLOSE/2020/0030,15000001,2020-08-31,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,15000001,,,2020-08-31,
,,,,,,,Doanh thu hoạt động tài chính,,,15000001,,2020-08-31,
__export__.account_move_1962_3ca0ff63,MISC/2020/0412,200000000,2020-08-31,__export__.account_journal_3_bd951307,,161,Mệnh giá trái phiếu,Trái phiếu 3,200000000,,,2020-08-31,
,,,,,,,Chiết khấu trái phiếu,Trái phiếu 3,,3000000,,2020-08-31,
,,,,,,,Bank,,,197000000,,2020-08-31,
__export__.account_move_1853_1c870b54,MISC/2020/0303,300000000,2020-08-31,__export__.account_journal_3_bd951307,,53,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,300000000,,,2020-08-31,
,,,,,,,Thành phẩm nhập kho,,,300000000,,2020-08-31,
__export__.account_move_383_2ab38977,MISC/2020/0085,9820833,2020-08-31,__export__.account_journal_3_bd951307,,,Ngoại tệ,,9820833,,,2020-08-31,
,,,,,,,Chi phí lãi vay,,,9820833,,2020-08-31,
__export__.account_move_1961_ccbce186,MISC/2020/0411,11,2020-08-30,__export__.account_journal_3_bd951307,,160 Trích trước lãi vay,Trích trước chi phi lãi vay,Trích trước lãi vay,11,,,2020-08-30,
,,,,,,,Chi phí lãi vay,Trích trước lãi vay,,11,,2020-08-30,
